,tweet
1080,Is BarackObama going to finally mention the words Radicalization Islamic Terrorism? If he doesn't he should immediately resign in Disgrace!
1081,"Appreciate the congrats for being right on Radicalization Islamic Terrorism, I don't want congrats, I want toughness &amp; vigilance. We must be smart!"
1082,"Horrific incident in FL. Praying for all the victims &amp; their families. When will this stop? When will we get tough, smart &amp; GrobG109?"
1083,BillClinton made a false ad about me where I was imitating a reporter GROVELING after he changed his story. I would NEVERprofessionalwrestling mock disabled. Shame!
1084,Really bad shooting in OrlandoMagic. Police investigating possible Terrorism. Many people dead and wounded.
1085,"Goofy ElizabethWarren, sometimes referred to as Pocahontas, pretended to be a NativeAmericansintheUnitedStates in order to advance her career. Very Racism!"
1086,RileyFinn Rone was a great young man. We will miss him dearly. https://t.co/R0tm44nMao
1087,Join me on Tuesday- in GreensboroColiseumComplex! #Trump2016 #AmericaFirst https://t.co/iaL5IGTfV3
1088,"Thank you Pittsburgh, Pennsylvania! Will be back soon! #AmericaFirst https://t.co/ttLMgInkdA"
1089,Thank you to our AmazingStories Lawenforcement officers! #AmericaFirst https://t.co/qWaTT9jsQD
1090,"Thank you TampaFlorida!
#AmericaFirst #TrumpTrain https://t.co/fY4QVoSSfj"
1091,"Sad case- @USAToday did Historyoftheraceandintelligencecontroversy saying I don't pay bills- false, only don't pay when work is shoddy, bad, or not done! They should do same!"
1092,In TampaFlorida- thank you to all of our outstanding volunteers who want to #MakeAmericaGreatAgain! https://t.co/04qqpGylT7
1093,"DonKingboxingpromoter, and so many other AfricanAmericans who know me well and endorsed me, would not have done so if they thought I was a Racism!"
1094,MittRomney had his chance to beat a failed PresidentoftheUnitedStates but he choked like a Dog. Now he calls me Racism-but I am least Racism person there is
1095,"Thank you Richmond, Virginia! 
#Trump2016 https://t.co/SxU4yzCLQf"
1096,"Thank you @FaithandFreedom Coalition! An honor joining you today- to discuss our shared values.
#RTM2016 #Trump2016 https://t.co/Ye6IhOW6ZM"
1097,"Heading to Richmond, Virginia now. Join me TheTonightShow #Trump2016
Tickets: https://t.co/I2CJSqiKGN"
1098,#FlashbackFriday #CrookedHillary https://t.co/pvrBb7v4NG
1099,"I rarely agree with BarackObama- however he is 100% correct about Crooked Hillary HillaryClinton. Great ad!
https://t.co/aOvVsZfAW3"
1100,"2004 VIDEO:
Pocahontas describing Crooked Hillary HillaryClinton as a Corporate Donor Puppet. Time for Change #Trump2016 
https://t.co/rZ1MqUzpKU"
1101,Heading to WashingtonDC to speak at Faith and Freedom Coalition and visit Opticalparametricoscillator.
1102,"""DonaldTrump Plans To Continue NewYorkRepublicanStateCommittee
Legacy Of Leading On Women’s, Civil Rights Against Racist, Sexism HistoryoftheUnitedStatesDemocraticParty"" 
https://t.co/nEPqAYw1G5"
1103,"The great Promoterentertainment, DonKingboxingpromoter, just endorsed me. Nice!"
1104,"Join me! 
6/10: RichmondVirginia - 8pm
6/11: TampaFlorida, FL - 11AMTVprogram
6/11: Pittsburgh, Pennsylvania - 3pm
6/13: Portsmouth, NewHampshire - 2:30pm
https://t.co/kv624y9UOm"
1105,"""@Ausbiz:  RECORD 14 million primary votes/beat 16 opponents/financed own campaign. You will be a great PresidentoftheUnitedStates &amp; #MakeAmericaGreatAgain"""
1106,"""@FoxNews: .@JamesRosenFNC: ""Never before has a PresidentoftheUnitedStates endorsed someone under investigation by @TheJusticeDept."" https://t.co/fX5bs8fzac"
1107,"Pocahontas is at it again! Goofy ElizabethWarren, one of the least productive UnitedStates UnitedStatesSenate, has a nasty Rivermouth. Hope she is V.P. choice."
1108,"""@FreemarketSara: DonaldTrump's Historic 13 Million Primary Votes - A Record ... TravelingWilburysVol1 @realDonaldDonaldTrump https://t.co/zdOEle8wOL"""
1109,"Join me! #Trump2016

6/10: RichmondFootballClub
https://t.co/I2CJSqAlyl

6/11: TampaFlorida
https://t.co/6jk33orxXG

6/11: Pittsburgh
https://t.co/bwgL1ZXtC7"
1110,"Thank you Roseanne, very much appreciated. https://t.co/COXEJ1In8D"
1111,"HowLongAcesong did it take your staff of 823 people to think that up--and where are your 33,000 emails that you deleted? https://t.co/gECLNtQizQ"
1112,"A message of condolences and support regarding the Terrorism in TelAviv: 
https://t.co/iulXLEANei"
1113,BarackObama just endorsed Crooked Hillary. He wants four more years of BarackObama—but nobody else does!
1114,"Crooked Hillary HillaryClinton will be a Disaster on jobs, the EconomyoftheUnitedStates, trade, Healthcare, the military, guns and just about all else. BarackObama plus!"
1115,"As expected, the media is very much against me. Their dishonesty is AmazingStories but, just like our big wins in the Primaryelection, we will win!"
1116,"""@KathyCeurter: DonaldTrumponsocialmedia please Mr.Trump make @SenatorJeffSessions your VicePresidentoftheUnitedStates. He is a perfect Runningmate.""  He is a GreatGuy!"
1117,"BernieSanders must really dislike Crooked Hillary after the way she played him. Many of his supporters, because of trade, will come to me."
1118,"""@mabynshingleton: JohnKasich, the VOTERS have spoken.We want DonaldTrumponsocialmedia. You AGREED to support NOMINEE. Get on board or leave @NewYorkRepublicanStateCommittee"""
1119,"""@Dale_Dangler: DonaldTrumponsocialmedia You will be the greatest PresidentoftheUnitedStates the world has ever seen""  Thanks."
1120,"I would have had many millions of votes more than Crooked Hillary HillaryClinton except for the fact that I had 16 opponents, she had one!"
1121,"""@nauthizjane: DonaldDonaldTrumponsocialmedia TravelingWilburysVol1 Mr. DonaldTrump.""  Thank you!"
1122,"""@setfire2flames: UnitedStatesSenate BernieSanders spent more than DonaldTrumponsocialmedia yet lost."""
1123,Graphdatabase: DonaldTrumponsocialmedia's Historic 13 Million Primary Votes Compared To Every NewYorkRepublicanStateCommittee Nominee Since 1908 https://t.co/vNpfaSZ8we
1124,"MakeAmericaGreatAgain!
#AmericaFirst #Trump2016 
https://t.co/42OpVsjXjp"
1125,"""@lovusa4: @RichardWeaving Why @foxandfriends @NewDaycompany WhereSQL IS TimesHigherEducation REPORTIndianaG DonaldTrumponsocialmedia &lt;BridgeofIndependentLists VOTES Forloop PRESIDENT Indiana HISTORY Outfielder UnitedStates"""
1126,"""@mariadaq:  HISTORIC!! what's historic is OUR Governmentdebt, record Unemployment, &amp;Paperback crisis!TimesHigherEducation PEOPLE NEED TRUMP2 make UnitedStates RingimagingCherenkovdetector!"""
1127,"""@sara_wejesa: DonaldTrumponsocialmedia Great speach!!!!!!!""  Thanks!"
1128,"""@jimhewitt: . @FrankCaliendo doing DonaldTrumponsocialmedia on @MikeAndMike is awesome. ""Number one presidency of all time"""
1129,"""@JoeDeFranco: Top RINO Hacker for MSNBC JoeyTribbiani Scarborough on the air and calling the next DonaldTrump a Racism and Prejudice. Shame on you"""
1130,Nobody is watching @Morning_Joe anymore. GoneDwightYoakamalbum off the deep end - bad ratings. You won't believe what I am watching now!
1131,"""@southpaw816: @SenSanders fans, greatest way to get even with her Highness - vote for DonaldTrumponsocialmedia, at least you'll have a job."
1132,Thank you to all for your wonderful comments on my speech. I could feel the electricity in Threonine air. Great reviews - most votes ever recieved
1133,"""@WolfStopper: Gee ... Does this make DonaldTrumponsocialmedia right one more time? https://t.co/zjWKGMDgzi"""
1134,"""@DjD_Thunder: Standing by DonaldTrumponsocialmedia all the way to the WhiteHouse! https://t.co/z4X1o5xHBh"""
1135,"Thank you California! #Trump2016 
https://t.co/GusL2UPrX2 https://t.co/H6D25S1TR5"
1136,"Thank you NewMexico! #Trump2016
https://t.co/wNOY8Pc2kM https://t.co/osWzVxNkJx"
1137,"Thank you SouthDakota! #Trump2016 
https://t.co/GbRTQdxIj4 https://t.co/pNqwOrY0ZB"
1138,"Thank you NewJersey! #Trump2016
https://t.co/PgIYkHLGtI https://t.co/MyJMOKdpJ9"
1139,"Thank you Montana! #Trump2016
https://t.co/rOvTapLnWG https://t.co/PyHiy7vjO6"
1140,I will be speaking about our ElfMiddleearth to the RepublicanPartyUnitedStates nomination at 9:00 P.M. The movement toward a country that WINSAM again continues
1141,I will be interviewed TheTonightShow on @seanhannity - EnjoyRecords  10:00 P.M.
1142,Thank you! Together we will #MakeAmericaGreatAgain! https://t.co/7Jk6voyzue
1143,"In just out book, UnitedStatesSecretService Agent GaryByrne doesn't believe that Crooked Hillary has the Temperament or integrity to be the PresidentoftheUnitedStates!"
1144,A former UnitedStatesSecretService Agent for President HillaryClinton excoriates Crooked Hillary describing her as ERRATIC &amp; VIOLENT. Spatown Temperament for Plederechercheetdenseignementsuprieur
1145,"See, when I said NATO was obsolete because of no Terrorism protection, they made the change without giving me credit.https://t.co/sRCF1H3rjg"
1146,"My next project is pretty AmazingStories…!
xx, Ivanka https://t.co/Ucq3dz20sQ https://t.co/f60biSURQ7"
1147,Thank you Diamond and Silk! https://t.co/qdsLUy2hqD
1148,"Remembering the fallen heroes on #DDay - June6, 1944. https://t.co/od7vsDMlHY"
1149,"I am getting bad marks from certain pundits because I have a small campaign staff. But small is good, flexible, save money and number one!"
1150,"A massive blow to BarackObama's message - only 38,000 new jobs for month in just issued jobs report. That's REALLY BadXXXTentacionsong"
1151,Crooked Hillary is being badly criticized (for a Wall Street paid for ad) by PolitiFact for a false ad on me on women. She is a total Fraud!
1152,Crooked Hillary HillaryClinton has not held a Newsconference in more than 7 months. Her record is so bad she is unable to answer tough questions!
1153,"Just like I have been able to spend far less money than  others on the campaign and finish #1, so too should our country. We can be great!"
1154,"People like @KatyTurNBC report on my campaign, but have zero access. They say what they want without any knowledge.True of so much of media!"
1155,"HillaryClinton is unfit to be PresidentoftheUnitedStates. She has bad judgement, poor leadership skills and a very bad and destructive track record. Change"
1156,I am watching @CNN very little lately because they are so biased against me. Shows are predictable garbage! CNN and MSM is one Biglie!
1157,"The BillClinton News Network, sometimes referred to as @CNN, is getting more and more biased.They act so indignant-hear them behind closed doors"
1158,"""@sareed59:  Our ineffective #PresidentoftheUnitedStates has to make a speech in #ElkhartCentralHighSchool to make everything look great. Mr. DonaldTrump #MakeAmericaGreatAgain"""
1159,"Thank you UnitedStatesAttorneyGeneral AlbertoGonzales, so many people feel this way. 
https://t.co/fMR8YYiiMz"
1160,We just had the worst jobs report since 2010.
1161,The Mayor of SanJoseEarthquakes did a terrible job of ordering the  protection of innocent people. TheThugs were lucky supporters remained peaceful!
1162,Many of the thugs that attacked the peaceful DonaldTrump supporters in SanJoseEarthquakes were illegals. They burned the FlagoftheUnitedStates and laughed at Police
1163,"""@Don_Vito_08: ThankYouDuranDuranalbum Mr. DonaldTrump for Standing up for Our Country! #VoteDonaldTrump2016 JoinMe Ontario TimesHigherEducation #DonaldTrumpTrain🚂 https://t.co/zgopGvSEen"""
1164,"""@rapidcraft: Here’s The HILLARY UNIVERSITY Scandal NoOneAliciaKeyssong In The Media Is Talking About https://t.co/suHERIUHo4 DonaldTrumponsocialmedia"""
1165,MuhammadAli is dead at 74! A truly great champion and a wonderful guy. He will be missed by all!
1166,WATCH NationalOrganizationforWomen: The DonaldTrumponsocialmedia supporters you'd never expect https://t.co/jKeVJX5u73 https://t.co/pbft0Eq3Y1
1167,"Thank you ReddingCalifornia!
#MakeAmericaGreatAgain #CAPrimary https://t.co/nFiydpTpPn"
1168,"Great evening in SanJoseEarthquakes other than the thugs. My supporters are far tougher if they want to be, but fortunately they are not hostile."
1169,So much interest in my visit to Scotland! I greatly look forward to attending the opening event @TrumpTurnberry- taking place on June 24th.
1170,"""I'm a former chief of Police in a Bordertown. I'm RaceandethnicityintheUnitedStatesCensus, I'm proud to be RaceandethnicityintheUnitedStatesCensus and I'm 100% behind DonaldTrump.""
https://t.co/8YtBU7j17m"
1171,"In Crooked Hillary's telepromter speech yesterday, she made up things that I said or believe but have no basis in fact. Not honest!"
1172,"I don't watch or do @Morning_Joe anymore. Small audience, low ratings! I hear Mikasinger has gone wild with hate. Joe is Joe. They lost their way!"
1173,"Rally last night in SanJoseEarthquakes was great. Tremendous Love and enthusiasm in the hall. Big crowd. Outside, small group of thugs burned Am Flag!"
1174,"ElTerrible jobs report just reported. Only 38,000 jobs added. BombshellSmashalbum!"
1175,"""@fivestarr6028: Armlock Hubby and I voted 4 DonaldTrumponsocialmedia already! https://t.co/h1iHiJNUjm"" Thank you."
1176,"""@LiliannyLeebou: I think the first female PresidentoftheUnitedStates of the UnitedStates will be @IvankaTrump a beautiful intelligent young genuine successful lady!"""
